StoreName,Age,Gender,CountryName,City,State,TimeZone,SignUpType,SubscriptionStatus,PlanName,Industry,AlreadySelling,Revenue,CreatedDate,subdomain,StoreUrl,dasboard link,F20,Is it connected to their website,Are they active,Notes,Household Income,Marital Status,Home Owner Status,Length of Residence,Education,Occupation,Health & Wellness,Travel,Auto Parts,Kids & Babies,Nutrition,Home & Garden,Garden & Patio,Garden Supplies,Home Decor,Home Improvement,Kitchen & Dining,Pets & Supplies,Gift Buyer,Toys,Sports & Outdoors,Beauty,Mens Clothing,Shoes,Womens Clothing,Jewelry,Electronics,Computers & Software,Home Buyer,Cord Cutter,Deal Seeker,Luxury Shopper,Big Spender,Online Buyer,PostalCode,entertainment sites,Communities,Groups,Influencers
G-Force Pole and Fitness,25-34,Female,Australia,West Gosford,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Fitness,I haven't yet started selling,50k-250k,24/3/2020 23:49,gforcepoleandfitness,https://gforcepoleandfitness.yondo.com,https://dashboard.yondo.com/manage?store=gforcepoleandfitness,Fitness  -  training workout.There are workout for kids .training using pole,Yes,Yes,with recent activities.Uses video for training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GroupFit,35-44,Female,United States of America,Nashville,TN,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,28/3/2020 18:01,groupfit,https://groupfit.studio,https://dashboard.yondo.com/manage?store=groupfit,Fitness training work out with yoga and  workout training,Yes,Yes,with recent activities.uses video for training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37206-3962,,,,
Athena.Love,35-44,Female,United States of America,Palo Alto,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Consulting,I am already selling online using a different system,0-5k,30/7/2019 19:58,athenalove,https://www.athena.love,https://dashboard.yondo.com/manage?store=athenalove,spiritual consultation and tarot card reading,Yes,Yes,Unpublished store.Uses Live 1-to-1 only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Busker Academy,,Male,United States of America,Big Rapids,MI,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter Plus,"Tutoring (Languages, Math etc.)",I haven't yet started selling,0,20ago2019 2:13:07,buskeracademy,https://buskeracademy.yondo.com,https://dashboard.yondo.com/manage?store=buskeracademy,no other details found online,No,No,account is under the lifetime plan..nothing is posted on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Golf Global,35-44,Male,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Trial,Fitness,I am already selling online using a different system,5k-50k,29/2/2020 14:09,DrGolfGlobal,https://DrGolfGlobal.yondo.com,https://dashboard.yondo.com/manage?store=DrGolfGlobal,offers video lessons about different shots in golf..also offers webinar classes discussing the Psychology of Golf,No,No,"free trial until Nov 6, 2020..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hasan Almoumani,45-54,Male,United States of America,Wesley Chapel,FL,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,"Tutoring (Languages, Math etc.)",I haven't yet started selling,0,31ago2019 1:20:35,halmomani,https://halmomani.yondo.com,https://dashboard.yondo.com/manage?store=halmomani,no other details found online,No,No,account is under the lifetime plan..nothing is posted on the account,50k-75k,Married,Own,20+ years,Completed High School,Professional,TRUE,,,,,,,,Bought,,,,,,,,,,,,,,,,Bought,,,,33545-4829,,,,
Christine Noble Seller,55-64,Female,Canada,,,(UTC-05:00) Eastern Time (US & Canada),Weebly Upgrade,active,Trial,Other,I am already selling online using a different system,0,03ago2018 6:08:35,ChristineNobleSeller,https://ChristineNobleSeller.yondo.com,https://dashboard.yondo.com/manage?store=ChristineNobleSeller,offers classes to learn on how to communicate with animals   also offers communication between animals that already [ast away,No,No,free trial until 1/11/2020....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudia Natasha,25-34,Female,Australia,Brisbane,,(UTC+10:00) Brisbane,New Signup,active,Professional,Fitness,I'm just playing around,0-5k,1/6/2020 3:56,claudianatasha,https://claudianatasha.yondo.com,https://dashboard.yondo.com/manage?store=claudianatasha,"No videos, nor live 1 to 1 session, uses plug in in their websites",Yes,Yes,Unpublished Store.Member log in is needed to get into the store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Golf Global,35-44,Male,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Professional,Fitness,I am already selling online using a different system,0-5k,13/5/2020 14:05,drgolf,https://studio.drgolfglobal.com,https://dashboard.yondo.com/manage?store=drgolf,Fitness - training specifically for Golf,Yes,Yes,"for strenght snd conditioning for gold, uses videos, no live 1 to 1.Unpublished Store.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutu Cute Dance,35-44,Female,Australia,Cairns,,(UTC+10:00) Brisbane,New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,07abr2020 2:30:50,tutucutedance,https://tutucutedance.yondo.com,https://dashboard.yondo.com/manage?store=tutucutedance,"Fitness - Fun, exciting & educational DANCE CLASSES for children",No,Yes,01/05/2020 live 1-to-1 update.4/18/2020 last video update .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Vellos,25-34,Female,United States of America,San Francisco,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,0,27/11/2019 20:31,friendship,https://friendship.yondo.com,https://dashboard.yondo.com/manage?store=friendship,Providing lessons and coaching to individuals or group to have a connection and sense of peace,Yes,No,Status - will cancel at period end.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Benoit Dog Trainer LLC,45-54,Male,United States of America,Denham Springs,LA,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Other,I am already selling online using a different system,5k-50k,13dic2017 18:25:47,larrybenoitdogtrainerllc,https://larrybenoitdogtrainerllc.yondo.com,https://dashboard.yondo.com/manage?store=larrybenoitdogtrainerllc,"offers consultation, videos and webinar for dog training",Yes,Yes,currently focuses on video sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706-1808,,,,
HeRa Diensten,45-54,Male,Netherlands,Vroomshoop,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter Plus,Consulting,I am already selling online using a different system,0-5k,13/9/2019 15:22,hera,https://hera.yondo.com,https://dashboard.yondo.com/manage?store=hera,".offers a CRM application for Brokerage firms, insureres and administration offices",No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helen,,Female,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Professional,Other,I haven't yet started selling,0,24/6/2020 20:51,heyfreer,https://heyfreer.yondo.com,https://dashboard.yondo.com/manage?store=heyfreer,,,,Next Billing date: 10/19/2020.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Body Pilates,65+,Female,United States of America,Leesport,PA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,8/9/2020 19:05,everybodypilatesonline,https://everybodypilatesonline.yondo.com,https://dashboard.yondo.com/manage?store=everybodypilatesonline,pilates,Yes,Yes,offers vod's and courses of pilates work out sessions.,35k-50k,Married,Own,7 Years,Completed College,Blue Collar Worker,TRUE,TRUE,,,,,Bought,,Bought,,Bought,,Bought,,,,Bought,,Bought,,,,,,Bought,,Bought,,19533-9135,,,,
Huish Leisure,,,United Kingdom,Langport,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Fitness,I haven't yet started selling,0,05ago2020 13:24:51,Huish-Leisure,https://Huish-Leisure.yondo.com,https://dashboard.yondo.com/manage?store=Huish-Leisure,highschool,No,Yes,"offers fitness webinar classes like pilates, spinning, kettle bells work out, stretching, zumba, taichi and yoga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equilibrium Fitness Studio,,Female,United States of America,Big Piney,WY,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",5k-50k,20/3/2020 19:08,efsrocksprings,https://efsrocksprings.yondo.com,https://dashboard.yondo.com/manage?store=efsrocksprings,Fitness - workout training using cardio workout and dance,No,Yes,"http://efsrocksprings.weebly.com/ - error 404.Jul 9, 2020 live 1-to-1 usage.April 02, 2020 last video update.with recent activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interested,,,Interested,83113-1086,,,,
Item Elite,,Male,United States of America,Leominster,MA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,29ago2019 4:15:33,itemelite,https://itemelite.yondo.com,https://dashboard.yondo.com/manage?store=itemelite,onoine store but items are not fully identified,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366 Degree Fitness Inc,,Male,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,12/3/2020 23:01,366degreefitness,https://366degreefitness.yondo.com,https://dashboard.yondo.com/manage?store=366degreefitness,Fitness online training and Meal plan,Yes,Yes,3/29/2020 - last webinar update.recent live 1-to-1 activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nu Epps, Speaking & Coaching",,,United States of America,,,(UTC-06:00) Central Time (US & Canada),Weebly,active,Webinar - Starter,,,,22/9/2016 16:32,NuEppsEntrepreneurCoachSpeaker,https://NuEppsEntrepreneurCoachSpeaker.yondo.com,https://dashboard.yondo.com/manage?store=NuEppsEntrepreneurCoachSpeaker,"offers live speaking events and small group workshops for Content Planning, Operations Strategy and Revenue Income Planning. ..offers services like:.Coaching Membership.Monthly Calls.In-Person Coaching.Virtual  Coaching.Group Workshops & Trainings.Entrepreneur Boot Camps.E-Courses.Signature Curriculum Programs.""Boss Brand Boom"" Program *$2497.00.""Mogul Mentality"" Program  *$1697.00..""Grown & Sexy Business"" Program *$995.00..",Yes,No,"webinar only plan                 next billing date.11/02/2020..last recorded session was 04/12/2018   last webinar posted on site was january 28, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asteri Pursuit,,Female,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Consulting,I am already selling online using a different system,5k-50k,15/9/2017 16:11,coachmickey,https://services.asteripursuit.com,https://dashboard.yondo.com/manage?store=coachmickey,providing BUSINESS COACHING to overvome resilience in Business,No,Yes,"coachmickey.ca - no longer working.Jul 31, 2020  last live1-to-1.unpublished videos and live 1-to-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilingual Education Center,,Female,United States of America,Leesburg,VA,(UTC-05:00) Eastern Time (US & Canada),Weebly Upgrade,active,Webinar - Starter,"Tutoring (Languages, Math etc.)",I haven't yet started selling,0,04ene2018 17:52:20,BilingualEducationCenter,https://BilingualEducationCenter.yondo.com,https://dashboard.yondo.com/manage?store=BilingualEducationCenter,offers basic and intermediate reading and writing course for .English.Arabic.German.Korean.Chinese.Dari.Italian.Hindi.Russian .Persian.French.Punjabi.Pashtu.Spanish Urdu.Portuguese..,No,No,webinar only plan..next billing date 09/04/2021..last recorded session 01/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20176-4854,,,,
Blue Sparrow Therapy Consulting,,Female,United States of America,Edmond,OK,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Medical,"I'm already selling, just not online",0-5k,28/5/2020 14:14,bluesparrowtherapyconsulting,https://bluesparrowtherapyconsulting.yondo.com,https://dashboard.yondo.com/manage?store=bluesparrowtherapyconsulting,therpay consulting firm,No,Yes,videos and courses focusing on behavior management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73025-2784,,,,
Cerdafied Studios,,Female,United States of America,Arlington,VA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Other,"I'm already selling, just not online",50k-250k,20/3/2020 23:34,cerdafiedstudiosonline,https://www.cerdafiedstudiosonline.com,https://dashboard.yondo.com/manage?store=cerdafiedstudiosonline,Providing dance lessons for differen genre,No,Yes,Website button will route you to this site https://mindbody.io/locations/cerdafied-studios.Unpublished store.uses video for lessons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envision Pass,,,United States of America,New York,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,"Tutoring (Languages, Math etc.)",I'm just playing around,0,12dic2017 19:05:52,webinar-envisionpass,https://aswbexam.envisionpass.com,https://dashboard.yondo.com/manage?store=webinar-envisionpass,offers personalized tutoring in assistance of the ASWB  bachelor's master's and clinical level exams,Yes,Yes,all functions of the system is fully utilized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitcasa,,Male,United States of America,Houston,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,0,23/3/2020 19:02,fitcasa,https://online.fitcasa.com,https://dashboard.yondo.com/manage?store=fitcasa,Fitness offers training for workout,Yes,Yes,"offers variety of workout from zumba, cardio boxing, dance and yoga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77019-4121,,,,
Kara Wellness,,Female,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",50k-250k,11/11/2019 20:10,karawellness,https://karawellness.yondo.com,https://dashboard.yondo.com/manage?store=karawellness,"Fitness : Workout for body sculpting, abs and arm",No,Yes,karawellness.com - cannot be reached.Next Billing - 11/ 12/2020.Status - will cancel at period end.Activities thru subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness & Beyond,,Female,Canada,,,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,0,24/6/2020 19:35,FitnessBeyond,https://store.fitnessbeyond.ca,https://dashboard.yondo.com/manage?store=FitnessBeyond,Fitness - training work out for muscle and weight,Yes,Yes,Unpublished Store.using video to provide workout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tip & Prong - Your Jeweler On Demand,,Female,United States of America,Phoenix,AZ,(UTC-07:00) Arizona,New Signup,active,Starter,Consulting,I haven't yet started selling,0,23ago2017 19:07:58,jewelerondemand,https://jewelerondemand.yondo.com,https://dashboard.yondo.com/manage?store=jewelerondemand,"Jewelry consultation with an expert jeweler, for value and jewelry knowledge",Yes,Yes,When clicking BOOK NOW on the website it will ask you to choose a session without the giving the available option.Unpublished store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latinva Dance Fitness,,Female,United States of America,Los Angeles,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,I am already selling online using a different system,0-5k,24/5/2017 16:27,Latinva,https://on-demand-videos.latinva.com,https://dashboard.yondo.com/manage?store=Latinva,Providing latin dance routine for Fitness,Yes,Yes,Offering videos for live classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot+move,,,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,250k-1m,17/7/2020 16:33,dotandmove,https://dotandmove.yondo.com,https://dashboard.yondo.com/manage?store=dotandmove,"Fitness - providing triaing for strenght, speed and recovery",No,Yes,with recent webinars.No live 1-to1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
webinar,,,Hong Kong,,,"(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",New Signup,active,Starter,Consulting,I haven't yet started selling,0,23/3/2020 4:49,webinarhk,https://webinarhk.yondo.com,https://dashboard.yondo.com/manage?store=webinarhk,Providing financial lessons and webinars with Professor Ho,No,No,oxbridge.asia - blocked webpage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proziod Analytics Pvt Ltd,,,India,,,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,1/9/2019 15:04,Proziod,https://Proziod.yondo.com,https://dashboard.yondo.com/manage?store=Proziod,.offers business process outsourcing.back office support services.government solution.data outsourcing solutions.and It enabled services,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remedy Barre + Roll,,,United States of America,Santa Barbara,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,50k-250k,24/6/2020 1:52,remedybarre,https://remedybarre.yondo.com,https://dashboard.yondo.com/manage?store=remedybarre,Fitness - Livestream classes in real-time via zoom training and workout,Yes,Yes,with recent activities.recent video upload.uses video for training.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93101-3338,,,,
Institute for the Advancement of Psychotherapy,,Male,United States of America,San Francisco,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Medical,I haven't yet started selling,0,04ago2020 22:41:54,sfiap,https://sfiap.yondo.com,https://dashboard.yondo.com/manage?store=sfiap,institute for psychotherapy,No,No,zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skies Airline Training,,,Sweden,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter,"Tutoring (Languages, Math etc.)",I haven't yet started selling,1m+,25/3/2020 10:19,skies,https://classroom.skies.aero,https://dashboard.yondo.com/manage?store=skies,an EASA approved training organization providing professional flight crew and cabin crew training services for small and medium sized airlines as well as for self-sponsored individuals at its training centers in Stockholm .,No,Yes,last sessions were about arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatjana Radovanovic Küchler,,Female,Switzerland,,,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",New Signup,active,Starter,Consulting,"I'm already selling, just not online",0,05abr2020 11:43:44,soulwhisperer,https://soulwhisperer.yondo.com,https://dashboard.yondo.com/manage?store=soulwhisperer,Spiritual reading. Mediumship reading.Intuitive or Psychic reading,No,Yes,Recent Live 1-to-1 activity.4/5/2020 lasy video update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STABILIFE System,,Female,United States of America,Naples,FL,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,14/5/2020 17:17,StabilifeSystem,https://StabilifeSystem.yondo.com,https://dashboard.yondo.com/manage?store=StabilifeSystem,"Fitness - provides comprehensive system that delivers a safe and stable home exercise programs for those with balance issues. The exercises are performed using a portable, safe, and stable device, simple exercises for balance, stability, strength, spatial, and proprioception training.",Yes,No,5/28/2020  last video update.no live 1-to-1 sessions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPilates,,Female,Canada,,,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,04ago2020 19:08:38,vpilates,https://video.vpilates.ca,https://dashboard.yondo.com/manage?store=vpilates,pilates fitness,Yes,Yes,"offers webinars and videos on demand for pilates, trampoline and bootybarre work outs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irene Anderson Coaching,65+,Female,United States of America,,,(UTC-05:00) Eastern Time (US & Canada),Weebly,active,Webinar - Starter,,,,30/6/2016 18:07,TTVZNH28,https://TTVZNH28.yondo.com,https://dashboard.yondo.com/manage?store=TTVZNH28,offers ecourses for time management..coaching sessions for career and personal success..,No,No,webinar only account..next billing date .04/16/2021..last recorded session 02/06/2020,50k-75k,Single,Own,3 Years,Completed High School,Middle Management,TRUE,TRUE,,Bought,,,,,,,,,,,,,Bought,,Bought,,,,,,Bought,,,,,,,,
NLP,,Male,Croatia,,,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",New Signup,active,Starter Plus,Other,I haven't yet started selling,0,3/9/2019 20:25,e-uciona,https://e-uciona.yondo.com,4,"it is a consulting and management agency focusing on personal and professional development.conducting corporate trainings focusing on communication, sales and management skills",No,No,account is under the Lifetime plan..nothing is posted on the account except for one teaser video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Recruitment,,Male,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter Plus,Consulting,I'm just playing around,0-5k,11ago2019 0:47:18,Elias,https://Elias.yondo.com,https://dashboard.yondo.com/manage?store=Elias,specialist legal recruitment consultancy firm,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Review Ltd,,Male,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Other,I am already selling online using a different system,50k-250k,19/2/2018 21:05,designreviewpanel,https://designreviewpanel.yondo.com,https://dashboard.yondo.com/manage?store=designreviewpanel,"roup of independent, multi-disciplinary construction professionals working in the field of the built environment.",No,Yes,"videos discussed design making of the houses, ecology in planning, and landscape design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact at Work,,Female,United States of America,Wayzata,MN,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Other,"I'm already selling, just not online",0-5k,20/7/2020 20:11,Impact-at-Work,https://Impact-at-Work.yondo.com,https://dashboard.yondo.com/manage?store=Impact-at-Work,offers package PHilantrophy programs that benefits local non profit org and charities,Yes,Yes,offers vod's of cooking lessons related to LGBTQ and Racism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interested,,,Interested,,,,,
Meant To Move,,Female,United States of America,Bryn Mawr,PA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,26abr2020 19:17:56,jeanne-meant2move,https://online.meant2movepilates.com,https://dashboard.yondo.com/manage?store=jeanne-meant2move,Fitness -  offers virtual work out training for Pilates and Yamuna Body Rolling,Yes,Yes,4/29/2020  last video update.no live 1-to-1 sessions.with recent activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19010-2413,,,,
Hierarchy of Movement,,Male,United States of America,Westminster,CO,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,0,26/3/2020 17:41,jeff,https://www.hierarchyofmovement.com,https://dashboard.yondo.com/manage?store=jeff,Fitness training for posture and movement,Yes,Yes,"Webinars, live 1 to 1 and videos are the main features being use.Unpublished Store.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80031-6719,,,,
Set and Flow Yoga,,Female,United States of America,Los Angeles,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,250k-1m,14/7/2017 23:50,setandflow,https://ondemand.setandflowyoga.com,https://dashboard.yondo.com/manage?store=setandflow,"Fitness, providing different variety of training, such as Yoga, pilates and workout",No,No,Website unoperational.Subscription from Yondo site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strong Nation,,Female,Kenya,,,(UTC+03:00) Nairobi,New Signup,active,Starter,Fitness,I'm just playing around,0,16abr2020 4:45:15,Strongnation,https://Strongnation.yondo.com,https://dashboard.yondo.com/manage?store=Strongnation,Fitness - workout training thru Zumba,No,No,Status - will cancel at period end.4/30/2021 - Next Billing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intentional wellness services,45-54,Female,United States of America,Chestnut Hill,MA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Fitness,"I'm already selling, just not online",50k-250k,16/3/2020 13:17,Intentionalwellness,https://Intentionalwellness.yondo.com,https://dashboard.yondo.com/manage?store=Intentionalwellness,Fitness providing virtual Yoga Session,Yes,Yes,uses both live 1 to 1 and videos,75k-100k,Married,Own,4 Years,Completed Graduate School,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soluciones Rentables de Negocios,,Male,Chile,,,"(UTC-05:00) Bogota, Lima, Quito",New Signup,active,Starter Plus,Consulting,"I'm already selling, just not online",5k-50k,13ago2019 9:40:29,srnegocios,https://srnegocios.yondo.com,https://dashboard.yondo.com/manage?store=srnegocios,outsourced business consultants and Human resorce team for companies who seek their assistance,No,Yes,Lifetime plan..uses the system for 1-1 consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamo City Ghost Tours,,Male,United States of America,San Antonio,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Other,"I'm already selling, just not online",5k-50k,2/5/2020 2:17,alamocityghosttours,https://alamocityghosttours.yondo.com,https://dashboard.yondo.com/manage?store=alamocityghosttours,offers virtual and in person city ghost tours,Yes,Yes,utilized the vod in offering a virtual city ghost tour,,,,,,,,,,,Interested,Interested,,,,Interested,,,,,,Interested,,,Interested,,,,,,,,,Interested,78213-1803,,,,
TheUltimate30 by JsanTheFitGuy,,Male,United States of America,Perris,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,0-5k,22/5/2020 18:09,theultimate30,https://theultimate30.yondo.com,https://dashboard.yondo.com/manage?store=theultimate30,Fitness - workout training like Zumba,Yes,No,6/19/2020  last video update.no live 1-to-1 session.No recent activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barre Rev,,Female,United States of America,Hunts Point,WA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,50k-250k,13/3/2020 18:11,BarreRev,https://BarreRev.yondo.com,https://dashboard.yondo.com/manage?store=BarreRev,"Fitness training, providing live stream classes for fitness training",Yes,Yes,using both non equipment and with equipment work out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98004-1116,,,,
TKFit INC,,Female,United States of America,San Diego,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Fitness,"I'm already selling, just not online",50k-250k,28/10/2016 22:49,tkfit,https://www.tkfit.expert,https://dashboard.yondo.com/manage?store=tkfit,"Fitness, providing workout and routines via video, 1 on 1 session, and eating plans",Yes,Yes,They are providing stuff for people who wanted to be healthy and fit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Kelly,35-44,Female,United States of America,Cincinnati,OH,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,Consulting,I haven't yet started selling,5k-50k,12ago2019 2:11:59,karikelly,https://karikelly.yondo.com,https://dashboard.yondo.com/manage?store=karikelly,culture coach.offers consultation focusing on.- Culture Transformation..- People Development.- Interpersonal Soft Skills..- Emotional Intelligence.- Team Development..- Cultivating High Performing Teams.- Agile Approaches for team process and practices,No,No,Lifetime plan..zero activity on the account,50k-75k,Single,Own,1 Year,Completed College,Student,TRUE,TRUE,,Bought,,,,,,,Bought,,Bought,,,,,,,,,,,,Bought,,,,,,,,
AdvantiKA GmbH,,,Switzerland,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter,Consulting,"I'm already selling, just not online",0,7/10/2019 9:44,PrivateCoachAdvantiKA,https://PrivateCoachAdvantiKA.yondo.com,https://dashboard.yondo.com/manage?store=PrivateCoachAdvantiKA,Consultation specilizes for supporting small & medium size companies,Yes,Yes,Status - will cancel at period end.Unpublished 1-to-1 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
